,id,date,lat,lon,geometry,ct2010,boro_code
325,3147,201509,40.77801203,-73.95407149,POINT (-73.95407149 40.77801203),014601,1
326,3148,201509,40.77565541,-73.95068615,POINT (-73.95068615 40.77565541),013800,1
327,3149,201509,40.77517793,-73.95324922,POINT (-73.95324922 40.77517793),013800,1
328,3238,201512,40.77391390238118,-73.9543953537941,POINT (-73.9543953537941 40.77391390238118),013800,1
329,3150,201509,40.77536905,-73.94803392,POINT (-73.94803392 40.77536905),014401,1
330,3151,201511,40.7728384,-73.94989233,POINT (-73.94989233 40.7728384),013600,1
331,3153,201512,40.76817546742245,-73.95910263061523,POINT (-73.95910263061523 40.76817546742245),012600,1
332,3155,201510,40.76440023,-73.96648977,POINT (-73.96648977 40.76440023),011402,1
333,3156,201509,40.76663814,-73.95348296,POINT (-73.95348296 40.76663814),012400,1
334,3157,201510,40.77518615,-73.94446054,POINT (-73.94446053999999 40.77518615),014402,1
335,3158,201508,40.77163851,-73.98261428,POINT (-73.98261428000001 40.77163851),014900,1
336,3159,201509,40.77492513,-73.98266566,POINT (-73.98266566 40.77492513),015300,1
337,3161,201510,40.7801839724239,-73.97728532552719,POINT (-73.97728532552719 40.7801839724239),016100,1
338,3162,201510,40.78339981,-73.98093133,POINT (-73.98093133 40.78339981),016700,1
339,3164,201508,40.7770575,-73.97898475,POINT (-73.97898475 40.7770575),015700,1
340,3172,201509,40.7785669,-73.97754961,POINT (-73.97754961 40.7785669),015700,1
341,3166,201509,40.78057799010334,-73.98562431335449,POINT (-73.98562431335449 40.78057799010334),016300,1
342,3178,201509,40.78414472,-73.98362492,POINT (-73.98362492 40.78414472),016300,1
343,3167,201509,40.77966809007312,-73.98093044757842,POINT (-73.98093044757842 40.77966809007312),015900,1
344,3175,201509,40.77748046,-73.98288594,POINT (-73.98288594 40.77748046),015900,1
345,3169,201509,40.78720869,-73.98128127,POINT (-73.98128127 40.78720869),017100,1
346,3177,201509,40.7867947,-73.977112,POINT (-73.97711200000001 40.7867947),017100,1
347,317,201310,40.72453734,-73.98185424,POINT (-73.98185424 40.72453734),003200,1
348,432,201310,40.72621788,-73.98379855,POINT (-73.98379855 40.72621788),003200,1
349,445,201310,40.72740794,-73.98142006,POINT (-73.98142006 40.72740794),003200,1
350,3170,201509,40.78499979,-73.97283406,POINT (-73.97283406 40.78499979),016900,1
351,3171,201510,40.78524672,-73.97667321,POINT (-73.97667321 40.78524672),016900,1
352,3173,201510,40.777507027547976,-73.98888587951659,POINT (-73.98888587951659 40.77750702754798),015500,1
353,3176,201509,40.77452835,-73.98753759,POINT (-73.98753759 40.77452835),015100,1
354,530,201403,40.771522,-73.990541,POINT (-73.99054099999999 40.771522),015100,1
355,3179,201508,40.698617,-73.941342,POINT (-73.94134200000001 40.698617),028501,3
356,318,201310,40.75320159,-73.9779874,POINT (-73.9779874 40.75320159),009400,1
357,3233,201510,40.75724567911726,-73.97805914282799,POINT (-73.97805914282799 40.75724567911726),009400,1
358,538,201411,40.75666,-73.976684,POINT (-73.97668400000001 40.75666),009400,1
359,3180,201507,40.69878,-73.99712,POINT (-73.99712 40.69878),000301,3
360,406,201310,40.69512845,-73.99595065,POINT (-73.99595065 40.69512845),000301,3
361,3181,201508,40.692609,-74.016398,POINT (-74.016398 40.692609),000500,1
362,3182,201508,40.686931,-74.016966,POINT (-74.016966 40.686931),000500,1
363,322,201310,40.696192,-73.991218,POINT (-73.991218 40.696192),000502,3
364,3221,201509,40.743,-73.93561,POINT (-73.93561 40.743),019900,4
365,3226,201509,40.78275,-73.97137,POINT (-73.97136999999999 40.78275),016500,1
366,3241,201512,40.686203,-73.944694,POINT (-73.944694 40.686203),026500,3
367,325,201310,40.73624527,-73.98473765,POINT (-73.98473765 40.73624527),004800,1
368,327,201310,40.7153379,-74.01658354,POINT (-74.01658354 40.7153379),031703,1
369,426,201310,40.71754834,-74.01322069,POINT (-74.01322069 40.71754834),031703,1
370,330,201310,40.71450451,-74.00562789,POINT (-74.00562789 40.71450451),003100,1
371,386,201310,40.71494807,-74.00234482,POINT (-74.00234482 40.71494807),003100,1
372,387,201310,40.71273266,-74.0046073,POINT (-74.0046073 40.71273266),003100,1
373,334,201310,40.74238787,-73.99726235,POINT (-73.99726235 40.74238787),008700,1
374,435,201310,40.74173969,-73.99415556,POINT (-73.99415556 40.74173969),008700,1
375,341,201310,40.71782143,-73.97628939,POINT (-73.97628939000001 40.71782143),001002,1
376,342,201310,40.71739973,-73.98016555,POINT (-73.98016555 40.71739973),002201,1
377,400,201310,40.71926081,-73.98178024,POINT (-73.98178024000001 40.71926081),002201,1
378,344,201310,40.6851443,-73.95380904,POINT (-73.95380904 40.6851443),024300,3
379,350,201310,40.71559509,-73.9870295,POINT (-73.98702950000001 40.71559509),001401,1
380,352,201310,40.76340613,-73.97722479,POINT (-73.97722478999999 40.76340613),010400,1
381,520,201310,40.75992262,-73.97648516,POINT (-73.97648516 40.75992262),010400,1
382,355,201310,40.71602118,-73.99974372,POINT (-73.99974372 40.71602118),002900,1
383,365,201310,40.68223166,-73.9614583,POINT (-73.9614583 40.68223166),022700,3
384,396,201501,40.68034242,-73.95576894,POINT (-73.95576894 40.68034242),022700,3
385,436,201310,40.68216564,-73.95399026,POINT (-73.95399026 40.68216564),022700,3
386,366,201310,40.693261,-73.968896,POINT (-73.968896 40.693261),018700,3
387,421,201310,40.69573398,-73.97129668,POINT (-73.97129667999999 40.69573398),018700,3
388,368,201310,40.73038599,-74.00214988,POINT (-74.00214988 40.73038599),006700,1
389,373,201310,40.69331716,-73.95381995,POINT (-73.95381995 40.69331716),024100,3
390,375,201310,40.72679454,-73.99695094,POINT (-73.99695094 40.72679454),005501,1
391,379,201310,40.749156,-73.9916,POINT (-73.99160000000001 40.749156),010100,1
392,492,201310,40.75019995,-73.99093085,POINT (-73.99093085 40.75019995),010100,1
393,505,201310,40.74901271,-73.98848395,POINT (-73.98848395 40.74901271),010100,1
394,388,201501,40.74971775,-74.00295035,POINT (-74.00295035000001 40.74971775),009900,1
395,448,201310,40.75660359,-73.9979009,POINT (-73.9979009 40.75660359),009900,1
396,458,201310,40.751396,-74.005226,POINT (-74.00522599999999 40.751396),009900,1
397,459,201310,40.746745,-74.007756,POINT (-74.007756 40.746745),009900,1
398,525,201310,40.75594159,-74.0021163,POINT (-74.0021163 40.75594159),009900,1
399,389,201310,40.71044554,-73.96525063,POINT (-73.96525063 40.71044554),054900,3
400,460,201310,40.71285887,-73.96590294,POINT (-73.96590294000001 40.71285887),054900,3
401,391,201310,40.69760127,-73.99344559,POINT (-73.99344558999999 40.69760127),000501,3
402,393,201310,40.72299208,-73.97995466,POINT (-73.97995466 40.72299208),002601,1
403,394,201310,40.72521311,-73.97768752,POINT (-73.97768752 40.72521311),002800,1
404,395,201310,40.68807003,-73.98410637,POINT (-73.98410637000001 40.68807003),004100,3
405,397,201310,40.68415748,-73.96922273,POINT (-73.96922273 40.68415748),017900,3
406,398,201310,40.69165183,-73.9999786,POINT (-73.99997860000001 40.69165183),004700,3
407,402,201310,40.7403432,-73.98955109,POINT (-73.98955109000001 40.7403432),005600,1
408,491,201403,40.74096374,-73.98602213,POINT (-73.98602212999999 40.74096374),005600,1
409,403,201310,40.72502876,-73.99069656,POINT (-73.99069656 40.72502876),003602,1
410,428,201310,40.72467721,-73.98783413,POINT (-73.98783413 40.72467721),003602,1
411,410,201310,40.72066442,-73.98517977,POINT (-73.98517977 40.72066442),003001,1
412,416,201310,40.68753406,-73.97265183,POINT (-73.97265183 40.68753406),018100,3
413,419,201310,40.69580705,-73.97355569,POINT (-73.97355569 40.69580705),018501,3
414,422,201310,40.770513,-73.988038,POINT (-73.988038 40.770513),014700,1
415,423,201310,40.76584941,-73.98690506,POINT (-73.98690506 40.76584941),013300,1
416,447,201310,40.76370739,-73.9851615,POINT (-73.9851615 40.76370739),013300,1
417,449,201310,40.76461837,-73.98789473,POINT (-73.98789472999999 40.76461837),013300,1
418,433,201310,40.72955361,-73.98057249,POINT (-73.98057249 40.72955361),003400,1
419,437,201501,40.68098339,-73.95004798,POINT (-73.95004797999999 40.68098339),024500,3
420,441,201310,40.756014,-73.967416,POINT (-73.967416 40.756014),009800,1
421,454,201310,40.75455731,-73.96592976,POINT (-73.96592975999999 40.75455731),009800,1
422,442,201310,40.746647,-73.993915,POINT (-73.993915 40.746647),009500,1
423,444,201310,40.7423543,-73.98915076,POINT (-73.98915076 40.7423543),005800,1
424,466,201310,40.74395411,-73.99144871,POINT (-73.99144871 40.74395411),005800,1
425,446,201310,40.74487634,-73.99529885,POINT (-73.99529885 40.74487634),009100,1
426,450,201310,40.76227205,-73.98788205,POINT (-73.98788205 40.76227205),012700,1
427,495,201310,40.76269882,-73.99301222,POINT (-73.99301222 40.76269882),012700,1
428,453,201310,40.74475148,-73.99915362,POINT (-73.99915362 40.74475148),009300,1
429,457,201310,40.76695317,-73.98169333,POINT (-73.98169333 40.76695317),013700,1
430,468,201310,40.7652654,-73.98192338,POINT (-73.98192338 40.7652654),013700,1
431,461,201310,40.73587678,-73.98205027,POINT (-73.98205027 40.73587678),006400,1
432,462,201310,40.74691959,-74.00451887,POINT (-74.00451887 40.74691959),008900,1
433,470,201310,40.74345335,-74.00004031,POINT (-74.00004031 40.74345335),008900,1
434,509,201310,40.7454973,-74.00197139,POINT (-74.00197138999999 40.7454973),008900,1
435,465,201310,40.75513557,-73.98658032,POINT (-73.98658032 40.75513557),011300,1
436,477,201310,40.75640548,-73.9900262,POINT (-73.9900262 40.75640548),011300,1
437,523,201310,40.75466591,-73.99138152,POINT (-73.99138152 40.75466591),011300,1
438,533,201310,40.75299641,-73.98721619,POINT (-73.98721619 40.75299641),011300,1
439,467,201310,40.68312489,-73.97895137,POINT (-73.97895137 40.68312489),012901,3
440,469,201310,40.76344058,-73.98268129,POINT (-73.98268129 40.76344058),013100,1
441,500,201310,40.76228826,-73.98336183,POINT (-73.98336183000001 40.76228826),013100,1
442,510,201310,40.7606597,-73.98042047,POINT (-73.98042047 40.7606597),013100,1
443,472,201310,40.7457121,-73.98194829,POINT (-73.98194829000001 40.7457121),007200,1
444,476,201310,40.74394314,-73.97966069,POINT (-73.97966069 40.74394314),007200,1
445,540,201508,40.74311555376486,-73.98215353488922,POINT (-73.98215353488922 40.74311555376486),007200,1
446,546,201310,40.74444921,-73.98303529,POINT (-73.98303529 40.74444921),007200,1
447,474,201310,40.7451677,-73.98683077,POINT (-73.98683077 40.7451677),007400,1
448,526,201310,40.74765947,-73.98490707,POINT (-73.98490707000001 40.74765947),007400,1
449,478,201310,40.76030096,-73.99884222,POINT (-73.99884222 40.76030096),011700,1
450,514,201310,40.76087502,-74.00277668,POINT (-74.00277668 40.76087502),011700,1
451,480,201310,40.76669671,-73.99061728,POINT (-73.99061728 40.76669671),013500,1
452,72,201310,40.76727216,-73.99392888,POINT (-73.99392888 40.76727216),013500,1
453,481,201310,40.71260486,-73.96264403,POINT (-73.96264403000001 40.71260486),055100,3
454,482,201310,40.73935542,-73.99931783,POINT (-73.99931783 40.73935542),008100,1
455,483,201310,40.73223272,-73.98889957,POINT (-73.98889957 40.73223272),004200,1
456,484,201310,40.75500254,-73.98014437,POINT (-73.98014437 40.75500254),009600,1
457,524,201310,40.75527307,-73.98316936,POINT (-73.98316936000001 40.75527307),009600,1
458,485,201310,40.75038009,-73.98338988,POINT (-73.98338988 40.75038009),008400,1
459,486,201310,40.7462009,-73.98855723,POINT (-73.98855723 40.7462009),007600,1
460,498,201310,40.74854862,-73.98808416,POINT (-73.98808416 40.74854862),007600,1
461,487,201310,40.73314259,-73.97573881,POINT (-73.97573881 40.73314259),006000,1
462,545,201310,40.736502,-73.97809472,POINT (-73.97809472 40.736502),006000,1
463,488,201310,40.75645824,-73.99372222,POINT (-73.99372222 40.75645824),011500,1
464,529,201310,40.7575699,-73.99098507,POINT (-73.99098506999999 40.7575699),011500,1
465,489,201310,40.75066386,-74.00176802,POINT (-74.00176802 40.75066386),009700,1
466,494,201310,40.74734825,-73.99723551,POINT (-73.99723551 40.74734825),009700,1
467,512,201310,40.7500727,-73.99839279,POINT (-73.99839279 40.7500727),009700,1
468,493,201310,40.7568001,-73.98291153,POINT (-73.98291153 40.7568001),011900,1
469,496,201310,40.73726186,-73.99238967,POINT (-73.99238966999999 40.73726186),005200,1
470,497,201310,40.73704984,-73.99009296,POINT (-73.99009296 40.73704984),005200,1
471,499,201310,40.76915505,-73.98191841,POINT (-73.98191841000001 40.76915505),014500,1
472,501,201310,40.744219,-73.97121214,POINT (-73.97121214000001 40.744219),008601,1
473,508,201310,40.76341379,-73.99667444,POINT (-73.99667444000001 40.76341379),012900,1
474,513,201310,40.768254,-73.988639,POINT (-73.98863900000001 40.768254),013900,1
475,518,201310,40.74780373,-73.9734419,POINT (-73.9734419 40.74780373),007800,1
476,527,201411,40.744023,-73.976056,POINT (-73.976056 40.744023),007000,1
477,528,201310,40.74290902,-73.97706058,POINT (-73.97706058 40.74290902),007000,1
478,536,201310,40.74144387,-73.97536082,POINT (-73.97536082000001 40.74144387),007000,1
479,532,201310,40.710451,-73.960876,POINT (-73.960876 40.710451),052300,3
480,537,201310,40.74025878,-73.98409214,POINT (-73.98409214 40.74025878),006800,1
